ID	Type	Kind	Rate	Times	Content	FlagID
146	3	MajorEvnt	10	50|200	    [NAME]一次外出时遇到一名气质异常的女子，[NAME]想起仙山上听过的传闻，以为是仙人游戏人间，便苦苦巴结，没想到此人乃是皇家公主偷偷出来游玩，[NAME]瞬间被暗中保护公主的侍卫抓住严刑审问了一番。	
147	3	MajorEvnt	10	50|200	    [NAME]一次外出时遇到一名仙风道骨的老者求他帮忙，[NAME]以为是骗子，便毫不客气的将其驱逐，甚至想将他毒打一顿，没想到此人真的是仙人游戏人间。仙人挨了一顿毒打，呵呵一笑，驾云离去。[NAME]再次失去仙缘，追悔不已。	
148	4	Start	10	50|200	    [NAME]死后一缕魂魄浑浑噩噩落入冥界，开始等待下一次轮回。	
149	4	End	10		    [NAME]此次轮回落入一个大户人家，因[NAME]天资绝代，从小就被[SCHOOL4]收为弟子，跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
150	4	End	10		    [NAME]此次轮回成为一对元婴修行者的独子，虽然[NAME]资质不佳，但也被父母各种灵药精心培养，得以跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
151	4	End	10		    [NAME]此次轮回从小被一个邪道修行者抓走当鼎炉培养，这个邪修被诛灭后，[NAME]因资质尚可，被[SCHOOLG4]收入内门，得以跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
152	4	End	10		    [NAME]此次轮回所在的村落被邪派选中遭到血祭，[NAME]因资质尚可，被[SCHOOLB4]留下性命收入门下，得以跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
153	4	End	10		    [NAME]此次轮回成为一个平凡的农民，可惜被卷入一场正邪大战中，那名邪修走投无路，发动禁术，[NAME]化为禁术的燃料被神形俱灭，连再次轮回都不能够，永远消失在天地间。	
154	4	End	10		    [NAME]机缘巧合，被冥界选中成为鬼差。也算是以另外一种形式跳出了轮回之外。	
155	4	End	10		    [NAME]此次轮回成为一头野猪，机缘巧合下竟然吞了一块五千年的何首乌，开启了灵智，成为一只妖修，得以跳出轮回。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
156	4	End	10		    [NAME]此次轮回成为一只兔子，机缘巧合下竟然闯入一名修士建造的聚灵阵中，开启了灵智，成为一只妖修，得以跳出轮回。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
157	4	End	10		    [NAME]此次轮回成为一只仙鹤，因生的肥美，被一名仙人点化，成为坐骑，也开启了灵智，成为一只妖修，得以跳出轮回。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
158	4	End	10		    [NAME]此次轮回成了一名平凡的村民，在一次入山菜药时遇到一个垂死的邪修。这名邪修欲夺舍，但是在夺舍的最后关头死去，平白送了[NAME]一身修为，得以跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
159	4	End	10		    [NAME]此次轮回在了一个商贾之家，在一次仙缘大会时被[SCHOOL4]挑中，成为内门弟子，得以跳出轮回，再入仙途。[NAME]今生又会演绎出怎样的故事呢？犹未可知。	
160	4	KeyEvet1	10	10000|15000	    [NAME]因宿世积累的谎言过多，被打入拔舌地狱之中忍受了百年酷刑。	
161	4	KeyEvet1	10	10000|15000	    [NAME]因宿世积累的罪行过多，被打入铜柱地狱之中忍受了百年酷刑。	
162	4	KeyEvet1	10	10000|15000	    [NAME]因宿世积累的杀孽过多，被打入刀山地狱之中忍受了百年酷刑。	
163	4	KeyEvet1	10	10000|15000	    [NAME]因宿世积累的贪孽过多，被打入火山地狱之中忍受了百年酷刑。	
164	4	KeyEvet2	10	10000|15000	    [NAME]运道不好，恰逢阴山崩裂，被拘为苦力百余年才得以自由，重入轮回。	
165	4	KeyEvet2	10	10000|15000	    [NAME]运道不好，恰逢冥河泛滥，被拘为苦力百余年才得以自由，重入轮回。	
166	4	KeyEvet2	10	10000|15000	    [NAME]运道不好，恰逢鬼都千年一度的修葺，被拘为苦力百余年才得以自由，重入轮回。	
167	4	KeyEvet2	10	10000|15000	    [NAME]运道不好，恰逢地狱叛乱，被拘为鬼兵镇压地狱百余年才得以自由，重入轮回。	
168	4	KeyEvet3	10	1000|9000	    [NAME]还未来得及再入轮回，被人间一邪修施法拘走，练入法宝中增加威力。直到数十年后，此法器被毁，才得以再入轮回。	
169	4	KeyEvet3	10	1000|9000	    [NAME]还未来得及再入轮回，被人间一仙家以五鬼搬运法拘走，成了苦力为人修缮门派。直到数十年后，苦力做完被释放，才得以再入轮回。	
170	4	KeyEvet3	10	1000|9000	    [NAME]还未来得及再入轮回，被人间一邪修拘走炼入法术。直到数十年后，这名邪修陨落，才重获自由，得以再入轮回。	
171	4	KeyEvet3	10	1000|9000	    [NAME]还未来得及再入轮回，被人间一仙人拘走练成六丁六甲傀儡。直到一次大敌入侵，傀儡被毁，才得以重获自由，再入轮回。	
172	4	KeyEvet4	10	5000|9000	    [NAME]此次轮回被人暗害而死，一点怨念不散成为鬼魂。直到吸干仇人阳气，怨念消散才重入轮回。	
173	4	KeyEvet4	10	5000|9000	    [NAME]此次轮回死在一个九幽绝地中，受凶戾的风水所染，化为厉鬼，逞凶十数年才被一名仙家驱散怨念，重入轮回。	
174	4	KeyEvet4	10	5000|9000	    [NAME]此次轮回被邪修杀死，炼为厉鬼。后邪修被诛杀，[NAME]逃窜人间，为祸十数年才被一名高人做法驱散怨念，重入轮回。	
175	4	KeyEvet4	10	5000|9000	    [NAME]此次轮回成为一条蛇，然而却被一伙山贼抓住，蹂躏玩弄了数月才死。死后怨念不散化为厉鬼，将山贼尽数杀死，而后盘踞一方成了气候。直到遭遇雷劫才被劈散怨气，重入轮回。	
176	4	MajorEvnt	10	1000|2000	    [NAME]此次轮回成为一条猎犬，伴随主人纵横山林。在一次打猎中，为了救自己的主人不幸死于猎物围攻下，再入轮回。	
177	4	MajorEvnt	10	1000|2000	    [NAME]此次轮回成为一头奶牛，挤了一辈子奶，年老后被宰杀炖了牛肉，再入轮回。	
178	4	MajorEvnt	10	100|200	    [NAME]此次轮回成为了一只鸡，刚出生没多久就被做了小鸡炖蘑菇，重入轮回。	
179	4	MajorEvnt	10	50000|60000	    [NAME]此次轮回成了一只乌龟，平凡无奇的活了五百多年才寿终，重入轮回。	
180	4	MajorEvnt	10	500|1000	    [NAME]此次轮回成为一只兔子，被一伙山贼抓去做了麻辣兔头。	
181	4	MajorEvnt	10	30|50	    [NAME]此次轮回成为一只蚂蚁，被一个熊孩子撒尿灌蚂蚁窝而淹死，重入轮回。	
182	4	MajorEvnt	10	30|70	    [NAME]此次轮回成为一只蛤蟆，在鸣叫时被一名武林高手观看，竟从中悟出一门绝世武功。这名高手大喜过望，催发内力在湖上炸出巨浪来表达喜悦的心情，这只蛤蟆就此被炸死，重入轮回。	
183	4	MajorEvnt	10	100|500	    [NAME]此次轮回成为一只鹦鹉，因为专学骂人的脏话，嘴巴特别臭，被人扒光羽毛，活活冻死。	
184	4	MajorEvnt	10	4000|7000	    [NAME]此次轮回投生到一家书香门第，他从小学富五车，考取功名，度过一生，得以善终，重入轮回。	
185	4	MajorEvnt	10	4000|7000	    [NAME]此次轮回投生到一家平凡的农户中，竟然机缘巧合被仙人选中上山做了童子。然而[NAME]还是缺了仙缘，因犯错被赶下山，在后悔中结束了一生。	
186	4	MajorEvnt	10	2000|4000	    [NAME]此次轮回投生到一户商人家庭中，在一次交易中露了钱财，被人尾随谋财害命，重入轮回。	
187	4	MajorEvnt	10	500|1200	    [NAME]此次轮回成为一个贫农之子，很小的时候得了重病，没钱医治，就此夭折，重入轮回。	
188	4	MajorEvnt	10	4000|7000	    [NAME]此次轮回成为一名书生，然而因为悟性太低，考了一辈子功名不中，最后郁郁而终，重入轮回。	
189	4	MajorEvnt	10	2000|2500	    [NAME]此次轮回流落青楼，成为一名烟花女子。凄苦半生，最终投河自尽，重入轮回。	
190	4	MajorEvnt	10	2000|2500	    [NAME]此次轮回成为一个皇室公主，为了安抚蛮族被嫁入塞外，年纪轻轻就在凄苦中去世，重入轮回。	
191	4	MajorEvnt	10	5000|7000	    [NAME]此次轮回成为一个皇室公主，嫁给了当朝宰相为妻，度过了富足的一生，寿终正寝，重入轮回。	
192	4	MajorEvnt	10	3000|4000	    [NAME]此次轮回家道中落，沦为乞丐。在一次乞讨中被路过的权贵一马鞭抽在头上，当街殒命，重入轮回。	
193	4	MajorEvnt	10	2000|3000	    [NAME]此次轮回投入一个富人之家，但却染上赌博恶习，最终沦为乞丐，最终饿死在街头，重入轮回。	
194	4	MajorEvnt	10	1500|2500	    [NAME]此次轮回成为将军之子，然而将军却被政敌诬陷反叛，被株连九族，死在刑场上，重入轮回。	
195	4	MajorEvnt	10	2000|4000	    [NAME]此次轮回十分倒霉，不论做什么都失败，最终不堪忍受，投河自尽，重入轮回。	
196	4	MajorEvnt	10	4000|7000	    [NAME]此次轮回出生在一个与世隔绝的村落，在平安喜乐中度过一生，十分幸福。	
197	5	Start	10	30|50	    [NAME]最终失去了所有人类的情感，化为神灵，脱离尘世。	
198	5	End	10		    [NAME]遵循信徒的祈祷，在混沌中开辟一方世界安置自己的神国，不再与外界交流，自给自足，无灾无劫，永享自在。	
199	6	Start	10	1|2	    在魔帝付辟空运转《誊天书》，借东皇敕令运转千年气运洞开乾坤界的同时，修仙界已经发生天翻地覆的巨变。本世界残缺天道在大千世界天道的牵引下，缓缓开始崩解，并逐渐回归大千世界。受此影响，修仙界众修士功体皆发生退转，而且功力精深者尤甚，一时间乱局初现，人心惶惶。	1
200	6	Start	10	1|2	    在魔帝付辟空运转《誊天书》，借东皇敕令运转千年气运洞开乾坤界的同时，修仙界已经发生天翻地覆的巨变。本世界残缺天道在大千世界天道的牵引下，缓缓开始崩解，并逐渐回归大千世界。受此影响，修仙界众修士功体皆发生退转，而且功力精深者尤甚，一时间乱局初现，人心惶惶。	2
201	6	Start	10	1|2	    在魔帝付辟空运转《誊天书》，借东皇敕令运转千年气运洞开乾坤界的同时，修仙界已经发生天翻地覆的巨变。本世界残缺天道在大千世界天道的牵引下，缓缓开始崩解，并逐渐回归大千世界。受此影响，修仙界众修士功体皆发生退转，而且功力精深者尤甚，一时间乱局初现，人心惶惶。	3
202	6	Start	10	1|2	    在魔帝付辟空运转《誊天书》，借东皇敕令运转千年气运洞开乾坤界的同时，修仙界已经发生天翻地覆的巨变。本世界残缺天道在大千世界天道的牵引下，缓缓开始崩解，并逐渐回归大千世界。受此影响，修仙界众修士功体皆发生退转，而且功力精深者尤甚，一时间乱局初现，人心惶惶。	4
203	6	End	50		    [NAME]虽然得到派中长老指点，但一颗渴望修行的心始终按奈不住。在凡人世界生活一段岁月后，[NAME]还是冒险重回中原。彼时修行界之乱已经爆发，仙人争斗之下，凡人性命如草芥一般。[NAME]命中该有此劫，在一次探访深山的时候，遭遇仙人斗法，落得尸骨无存。	1
204	6	End	50		    [NAME]得到派中长老指点，虽然不知何故，但[IT]深知修仙界之险恶，于是便熄了心思，安心生活。[IT]利用在山门的仙家见闻，在远离中原的一个凡人国度混的风声水起，虽然再无仙缘，但也过了风光的一生，寿尽而终。	1
205	6	End	10		    [NAME]虽然得到派中长老指点，但一颗渴望修行的心始终按奈不住。在凡人世界生活一段岁月后，[NAME]还是冒险重回中原。彼时中原修行界乱象已生，众仙争斗频繁，血流漂橹。但[NAME]机缘天定，反而在这乱局中苟活性命，甚至找到了自己的机缘，真正踏上修行之途。在后来的历练中，[NAME]找到了留在此界的昔日同门，并了解了乱象始末。[NAME]道心坚定，毅然决定踏入归寂之地的通道，重回大千世界。虽然舍弃了千辛万苦而来的一身修为，但崭新的仙途已在[NAME]眼前展开。	1
206	6	End	10		    [NAME]道心坚定，当即决定跟随派中前辈踏入归寂之地的通道，重回大千世界。虽然舍弃了千辛万苦而来的一身修为，但崭新的仙途已在[NAME]眼前展开。	2
207	6	End	10		    [NAME]终究觉得踏上仙途已是不易，实在无法下定决心割舍来之不易的仙家修为，便决定跟随一部分长老暂留此界。末法之乱爆发后，[NAME]明智的隐居红尘，依靠修为积累大量财富，虽然之后修为尽失，倒也四世同堂，过完幸福的一生。	2
208	6	End	10		    [NAME]终究觉得踏上仙途已是不易，实在无法下定决心割舍来之不易的仙家修为，便决定跟随一部分长老暂留此界。然覆巢之下，焉有完卵？末法之乱爆发后，[NAME]终于还是陨落于这场最后的劫难中，重入轮回。	2
209	6	End	10		    [NAME]一直以来都觉得修行艰难，面临修为尽失，重新来过的抉择忍不住患得患失：重新来过，自己还能筑基成功踏上仙途么？新的世界是吉是凶，是否凶险？几经思索，[NAME]还是决定趁着修为尚在，求一时逍遥。\n    末法之乱爆发后，整个修行界为探究天道崩解汇聚中原。[NAME]趁机远离中原旋涡，在边陲之地建立自己的仙宫，统御万千凡人，建立自己国度，逍遥恣意。不过在之后的数十年里，[NAME]修为随着天道崩解而消失，最终被国内叛军刺杀，未得善终。	3
210	6	End	10		    [NAME]一直以来都觉得自己修行有所遗憾，然而修行界磨难重重，仇家的觊觎，师门的责任使[IT]无法下定决心重修。如今命运既定，反而解开了[NAME]的心结。[NAME]成为第一批踏入通道的本门先锋。虽然修为尽失，但新世界崭新的仙途已经在[NAME]面前展开。	3
211	6	End	10		    [NAME]本来便极度讨厌争斗，只想安静修行。虽说前往大千世界情况未定，但如今面对此界注定爆发的乱局，[NAME]避之不及。\n    短暂的犹豫后，[NAME]选择踏入归寂之地的通道，前往新世界重修。虽然修为尽失，但新世界崭新的仙途已经在[NAME]面前展开。	3
212	6	End	10		    面对即将到来的修行界大乱，[NAME]虽然有心提前前往新世界，但始终放不下自己亲眷，便暂留在此界。\n    末法之乱爆发后，中原成为乱象中心。[NAME]的庇护不光未能为亲眷带来安宁，反而吸引来无可匹敌的强敌，为他们带来灭顶之灾。陷入仇恨漩涡的[NAME]最终也未能幸免，陨落在复仇的道路上。	3
213	6	End	5		    [NAME]预见到即将到来的大乱，心有不忍，虽知一己之力无异于杯水车薪，但还是联合几位同门成立了一个庇护中低阶修士的组织。\n    虽然[NAME]在末法之乱爆发后没多久便陨落，但在天道崩解加剧后，众人修为尽失，乱象亦随之渐渐平息。诸多受其恩惠的修士寻找到[NAME]转世之身，庇护他度过两界融合的最后时光，并重新引导[NAME]踏上仙途。	3
214	6	End	5		    [NAME]预见到即将到来的大乱，虽然明白留在此界风险极大，但也意识到前所未有的机遇来临了。末法之乱爆发伊始，[NAME]靠着自己的信息优势积累了大量的天材地宝，并将其封存在一处隐秘之地，而后及时收手。[NAME]知道，如果一切顺利，两界融合后自己按图索骥寻找到这批藏宝的话，这批资源能助自己的修行之路如履平地，事半功倍！\n    抱着这样的愿景，[NAME]通过归寂之地的通道回归大千世界，重新开始修行之路。	3
215	6	End	10		    [NAME]预见到即将到来的大乱，虽然明白留在此界风险极大，但也意识到前所未有的机遇来临了。末法之乱爆发伊始，[NAME]靠着自己的信息优势积累了大量的天材地宝，然而未能及时收手的[NAME]却终于被人盯上，陨落在一次夺宝后的追杀中。一切谋划尽归泡影，为他人做了嫁衣，徒呼奈何。	3
216	6	End	10		    [NAME]深知此事凶险，如若追求十全十美，恐怕反而得不偿失。因此[NAME]干脆舍弃自己真仙之体，强行降临在一座边荒城镇的独身女子腹中。末法之乱爆发后，果然并未影响到[NAME]降生的城镇，[NAME]顺利成长，并在末法之乱后回归大千世界。    虽然强行降临损失了仙家底蕴，但修为感悟皆在，凭借这些积累，[NAME]重新开始了自己的仙途，但仙途多舛，前路如何，犹未可知……	4
217	6	End	10		    [NAME]欲以自身真仙之体为根基重塑肉身，借此降临。这样无疑可以为自己未来重修打下最强之根基。然而天道崩解的速度超出所有人意料。[NAME]在即将成功的时候功亏一篑，仙体破灭，被强行打落轮回。\n    虽然根基尚在，但重入轮回的[NAME]失去前世记忆，未来能否重入仙门，是否能寻回前世的根基都要看造化如何了……	4
218	6	End	10		    [NAME]欲以自身真仙之体为根基重塑肉身，借此降临。这样无疑可以为自己未来重修打下最佳之根基。然而天道崩解的速度超出所有人意料。[NAME]眼见事不可为，只得中断肉身塑造，强行降临，并于两界融合之前返回大千世界，重新踏上仙途。\n    未完成的肉身虽然天生残疾，但毕竟有真仙之基，而且[NAME]记忆感悟犹在，自然远胜旁人。但能否重回真仙果位，无人能够预测……	4
219	6	KeyEvet1	10	2000|7000	    在修行界大乱将至之时，门派遣散了[NAME]等一众外门弟子。两界融合虽然是改天换地的大事，但对凡间众生而言，反而无甚影响，一切皆会在润物细无声之中完成。因此，你隐晦的提点了未来修行界乱象将至，叮嘱这些外门弟子自保为先，远离修行界。	1
220	6	KeyEvet1	10	2000|7000	    在修行界大乱将至之时，[NAME]等一众弟子被派中长老告知了真相，众皆哗然。派中长老主要分为两派：愿意提前回归大千世界的便通过小乾坤界付辟空留下的通道离开；但也有一部分长老因为各种原因，要暂留此界。[NAME]等弟子便可根据自身意愿，选择一方跟随…	2
221	6	KeyEvet1	10	2000|7000	    在修行界大乱将至之时，[NAME]等一众长老齐聚，商讨未来去留。虽说此界注定会回到大千世界，但两界自然融合的过程，尚需百余年岁月，在这一过程中，众人修为也并不会骤然间消失。因此，除去一部分准备提前回归大千世界的人，尚有许多人准备留在此界，或是安顿亲眷家属，或乱中求取机缘……	3
222	6	KeyEvet1	10	2000|7000	    在修行界大乱将至之时，已经修至世间法顶峰的诸多真仙虽不知原委，但皆第一时间感受到了天道的崩解。面对这一巨变，众真仙亦各有所行：有人欲联合群仙补天，有人欲静观其变……然而，对[NAME]等知晓原委的人而言，出路却只有一条：乾坤界洞开，此界百年后必会融入大千世界同化，如不在此之前自降位格重归凡人之体，天道崩解之下，最终难逃被强行打落之厄，彼时重落轮回，记忆甚至都不能保全。	4
223	7	Start	10	30|50	    一名普普通通的修行者，只在百余年前偶然得到太一门弟子的一点帮助。在听闻太一门惨遭灭门的消息后便急忙赶来，希望能护得一点太一门的香火延续。\n    虽然此人既无什么大机缘在身，也无什么过人的根脚，但面临各大派联手绞杀，这名修行者依然遵从本心站了出来，只为了心中之义。修行界之因果大势轮转千年，也许并不在正邪巨擘，不在远古大能，反而正是由这万千普通的，但却遵循心中之义的，如同神秘修行者一样的人维系。	
224	7	End	10		    如今，乾坤界开启，两界合流，这份逆转世界的大功德正是由太一门之余脉所促成。而神秘修行者昔日护持为此中关键，因此得到功德加身。在随后的故事中，得到功德加身的神秘修行者也必将在开启的大千世界重新展开一段崭新的仙途。	
