ID	Kind	Name	WorldFlag	Weight	UnLockLevel	PopTip	Desc	ClassName	sParam1	fParam1	sParam2	fParam2	sParam3	fParam3	sParam4	fParam4	FromFightMap	MsgShowType	RuntimeFlag
10084		异界归人				1	    前些日子，行商总会一波商人在异界裂缝探索时失踪。就在众人以为这些人已遭不测时，异界裂缝再度开启，这些行商竟然全部安全返回了，甚至还从异界带来了许多的奇怪的货物。\n    然而，大量来自异界的物品携带了异界的天道之气，受异界天道的影响，本方世界天道也发生了一些临时性的改变。 甚至阴阳之道的化身烛龙都变得有些奇怪了起来……												
10085	Lv2	启智的熊		1		0		EventA2HAnimal	Bear,10,10,10,10,10,3,Target,,3		在[TXT]，一只熊机缘巧合，自行认知了[FRAG]，产生了灵智。								
10086	Lv2	启智的兔子		1		0		EventA2HAnimal	Rabbit,10,10,10,10,10,3,Target,,3		在[TXT]，一只兔子机缘巧合，自行认知了[FRAG]，产生了灵智。								
10087	Lv2	启智的鸡		1		0		EventA2HAnimal	Chicken,10,10,10,10,10,3,Target,,3		在[TXT]，一只鸡机缘巧合，自行认知了[FRAG]，产生了灵智。								
10088	Lv2	启智的狼		1		0		EventA2HAnimal	Wolf,10,10,10,10,10,3,Target,,3		在[TXT]，一只狼机缘巧合，自行认知了[FRAG]，产生了灵智。								
10089	Lv2	启智的蛇		1		0		EventA2HAnimal	Snake,10,10,10,10,10,3,Target,,3		在[TXT]，一只蛇机缘巧合，自行认知了[FRAG]，产生了灵智。								
10090	Lv2	启智的野猪		1		0		EventA2HAnimal	Boar,10,10,10,10,10,3,Target,,3		在[TXT]，一只野猪机缘巧合，自行认知了[FRAG]，产生了灵智。								
10091	Lv2	启智的蛙		1		0		EventA2HAnimal	Frog,10,10,10,10,10,3,Target,,3		在[TXT]，一只蛙机缘巧合，自行认知了[FRAG]，产生了灵智。								
10092	Lv2	启智的乌龟		1		0		EventA2HAnimal	Turtle,10,10,10,10,10,3,Target,,3		在[TXT]，一只乌龟机缘巧合，自行认知了[FRAG]，产生了灵智。								
10093	Lv2	启智的猫		1		0		EventA2HAnimal	Cat,10,10,10,10,10,3,Target,,3		在[TXT]，一只猫机缘巧合，自行认知了[FRAG]，产生了灵智。								
10094	Lv2	启智的虎		1		0		EventA2HAnimal	Tiger,10,10,10,10,10,3,Target,,3		在[TXT]，一只虎机缘巧合，自行认知了[FRAG]，产生了灵智。								
10095	Lv2	启智的牛		1		0		EventA2HAnimal	Cattle,10,10,10,10,10,3,Target,,3		在[TXT]，一只牛机缘巧合，自行认知了[FRAG]，产生了灵智。								
10096		大能点化				1	    [NAME]机缘天造，于[TIME]，受[TNAME]点化而通灵，成为精怪。												
10097		天地通灵				1	    [NAME]机缘天造，于[TIME]，在[WEATHER]之中偶获天地灵机，竟然觉醒自我意识，成为精怪。												
10098		觉醒灵机				1	    [NAME]机缘天造，在[TNAME]身边年深日久，聆听玄妙，灵性慢慢累积，竟然于[TIME]偶然觉醒自我意识，成为精怪。												
10099	Lv2	启智的熊		1		0		EventA2HAnimal	Bear,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只熊不知何故，意外感受到多次[FRAG]，产生了灵智。								
10100	Lv2	启智的兔子		1		0		EventA2HAnimal	Rabbit,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只兔子不知何故，意外感受到多次[FRAG]，产生了灵智。								
10101	Lv2	启智的鸡		1		0		EventA2HAnimal	Chicken,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只鸡不知何故，意外感受到多次[FRAG]，产生了灵智。								
10102	Lv2	启智的狼		1		0		EventA2HAnimal	Wolf,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只狼不知何故，意外感受到多次[FRAG]，产生了灵智。								
10103	Lv2	启智的蛇		1		0		EventA2HAnimal	Snake,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只蛇机缘巧合，自行认知了[FRAG]，产生了灵智。								
10104	Lv2	启智的野猪		1		0		EventA2HAnimal	Boar,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只野猪不知何故，意外感受到多次[FRAG]，产生了灵智。								
10105	Lv2	启智的蛙		1		0		EventA2HAnimal	Frog,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只蛙不知何故，意外感受到多次[FRAG]，产生了灵智。								
10106	Lv2	启智的乌龟		1		0		EventA2HAnimal	Turtle,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只乌龟不知何故，意外感受到多次[FRAG]，产生了灵智。								
10107	Lv2	启智的猫		1		0		EventA2HAnimal	Cat,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只猫不知何故，意外感受到多次[FRAG]，产生了灵智。								
10108	Lv2	启智的虎		1		0		EventA2HAnimal	Tiger,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只虎不知何故，意外感受到多次[FRAG]，产生了灵智。								
10109	Lv2	启智的牛		1		0		EventA2HAnimal	Cattle,10,10,10,10,10,3,Emotion,,3		在[TXT]，一只牛不知何故，意外感受到多次[FRAG]，产生了灵智。								
10110	Lv2	启智的熊		1		0		EventA2HAnimal	Bear,10,10,10,10,10,3,Scene,,3		在[TXT]，一只熊多次[FRAG]之后，突发奇想，产生了灵智。								
10111	Lv2	启智的兔子		1		0		EventA2HAnimal	Rabbit,10,10,10,10,10,3,Scene,,3		在[TXT]，一只兔子多次[FRAG]之后，突发奇想，产生了灵智。								
10112	Lv2	启智的鸡		1		0		EventA2HAnimal	Chicken,10,10,10,10,10,3,Scene,,3		在[TXT]，一只鸡多次[FRAG]之后，突发奇想，产生了灵智。								
10113	Lv2	启智的狼		1		0		EventA2HAnimal	Wolf,10,10,10,10,10,3,Scene,,3		在[TXT]，一只狼多次[FRAG]之后，突发奇想，产生了灵智。								
10114	Lv2	启智的蛇		1		0		EventA2HAnimal	Snake,10,10,10,10,10,3,Scene,,3		在[TXT]，一只蛇多次[FRAG]之后，突发奇想，产生了灵智。								
10115	Lv2	启智的野猪		1		0		EventA2HAnimal	Boar,10,10,10,10,10,3,Scene,,3		在[TXT]，一只野猪多次[FRAG]之后，突发奇想，产生了灵智。								
10116	Lv2	启智的蛙		1		0		EventA2HAnimal	Frog,10,10,10,10,10,3,Scene,,3		在[TXT]，一只蛙多次[FRAG]之后，突发奇想，产生了灵智。								
10117	Lv2	启智的乌龟		1		0		EventA2HAnimal	Turtle,10,10,10,10,10,3,Scene,,3		在[TXT]，一只乌龟多次[FRAG]之后，突发奇想，产生了灵智。								
10118	Lv2	启智的猫		1		0		EventA2HAnimal	Cat,10,10,10,10,10,3,Scene,,3		在[TXT]，一只猫多次[FRAG]之后，突发奇想，产生了灵智。								
10119	Lv2	启智的虎		1		0		EventA2HAnimal	Tiger,10,10,10,10,10,3,Scene,,3		在[TXT]，一只虎多次[FRAG]之后，突发奇想，产生了灵智。								
10120	Lv2	启智的牛		1		0		EventA2HAnimal	Cattle,10,10,10,10,10,3,Scene,,3		在[TXT]，一只牛多次[FRAG]之后，突发奇想，产生了灵智。								
10121		退却的敌人				1	    有一波充满敌意的存在意图进攻你们，但想到你门派在修行界的名声，最终还是选择了退却。											t6	
10122		飞升				1	    [NAME]以肉身成圣，破碎虚空，超脱此界，飞升成仙。只留下传说供后人瞻仰。\n有诗为证：\n[color=#D06508]    混沌初分盘古先，太极两仪四象悬。\n    女娲抟土万灵出，伏羲画卦阴阳前。\n    百年修行刀兵祸，定中不觉已千年。\n    劫来散尽无余说，凡尘此去尽如烟。[/color]	EventNpc	SeeGod	1		0							
10123		异界行商				1	    来自行商商会的[NAME]被异界裂缝传送至此。												
10124		异界裂隙				1	    一群发狂的野兽被异界裂缝传送至此。												
10125		异界裂隙				1	    一些妖兽被异界裂缝传送至此。												
10126		异界裂隙				1	    一群敌人被异界裂缝传送至此。												
10127		气运凝结				1	    在以无匹的实力征伐各派后，整个修行界的气运凝聚于你的门派。受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10128		气运凝结				1	    短短几年间，你门派中飞升的人数竟合大衍之数，庞大的天道气运因此凝聚于你的门派。受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10129		气运凝结				1	    经历艰苦修行，你派中竟有金丹修者渡九重天劫，无上修为引天地气运汇聚。受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10130		气运凝结				1	    岁月如梭，你立派于此转眼已数十载，漫长岁月让你门派的气运渐渐与此处天地合一。受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10131		气运凝结				1	    为解太一门灭门之谜，你经过艰辛的探查，没想到竟然逐渐接触到了这个世界最古老的隐秘。在探查过程中，大量的天道气运汇聚。受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10132		气运凝结				1	    近日，天道发生剧变，受此影响，小乾坤界竟隐隐发出光芒，生出了奇异的变化。												
10133		天时将至				1	    小乾坤界突然发出异动，你想起与付辟空的约定，看来是天时将至了……												
																			
10123		异界行商				1	    来自行商商会的[NAME]被异界裂缝传送至此。												
10124		异界裂隙				1	    一群发狂的野兽被异界裂缝传送至此。												
10125		异界裂隙				1	    一些妖兽被异界裂缝传送至此。												
10126		异界裂隙				1	    一群敌人被异界裂缝传送至此。												
																			
30001		妖兽入侵				1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		5	TongYong_DropList	6000		3				t7	YaoComing1
30002		妖兽入侵				1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		5	TongYong_DropList	6000		3				t7	YaoComing2
30003		妖兽入侵				1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		5	TongYong_DropList	6000		3	t101			t7	YaoComing3
30004		强力进攻				1	    一些神秘杀手受命来攻打你的门派。	EventSpecialAttack	Richest	18	Human	6000						t6	KillerComing1
30005		强力进攻				1	    一些神秘杀手受命来攻打你的门派。	EventSpecialAttack	Richest	18	Human	6000						t6	KillerComing2
30006		强力进攻				1	    一些神秘杀手受命来攻打你的门派。	EventSpecialAttack	Richest	18	Human	6000			t102			t6	KillerComing3
30008		永夜		15		1	   阴阳奇石有点失常，导致阴性失衡，太阳始终没有升起。	EventWeather	YinChaos	0.3								t2	
30009	Lv2	热浪		10		1	    地肺之口不太稳定，导致温度异常升高。	EventWeather	Hotpot_Heat									t2	HotPot
30010	Lv2	寒气		10		1	    玄冰丹炉不太稳定，导致温度异常降低。	EventWeather	ColdHole_Cold									t2	ColdHole
30012	Lv2	暴雨		15		1	    一场猛烈的暴风雨袭来，天地间的水属性异常活跃。	EventWeather	Rainstorm	0.3								t2	MoreElementWeather
30013	Lv2	焚风		15		1	    一场炎热的焚风刮来，天地间的火属性异常活跃。	EventWeather	Fohn	0.3								t2	MoreElementWeather
30014	Lv2	尘暴		15		1	    一场尘暴席卷而来，天地间的土属性异常活跃。	EventWeather	DustStorm	0.3								t2	MoreElementWeather
30015	Lv2	灵气枯潮		7		1	    不知道什么原因，天地间的灵气进入了短暂的低潮。	EventWeather	LingRarefiedWave_Longer									t2	LessLingWeather
30018		永夜		1	4	1	    一股妖云遮天蔽日，将持续一段时间不见阳光。	EventWeather	PolarNight									t2	PolarNight
30019	Lv3	瘟气		5	4	1	    一场瘴气笼罩整个地区，天地间的木属性异常活跃。	EventWeather	Miasma	0.3								t2	MoreElementWeather
30020	Lv3	雷暴		5	4	1	    一场雷暴降临，天地间的金属性异常活跃。	EventWeather	LightningStorm	0.3								t2	MoreElementWeather
30021		强力进攻		3	5	1	    一些神秘杀手受命来攻打你的门派。	EventDNAttack	Normal	3	Human	6000			t103				NoLimit
30022		雷暴		5	4	1	    神秘洞穴与天地感应，产生了一场雷暴。	EventWeather	Lightning_DragonHole	0.3								t2	LongDongThunder
30028	Join	难民路过		2		0	    一名逃避战乱的难民路过此地，[IT]希望加入你们。	EventJoin	Human									t_vistor	LessWalker
30043	Join	迷路的路人		2		0	    一名路人在附近迷了路，[IT]希望得到我们的帮助。	EventWalker	迷路的路人			1	Human					t_vistor	LessWalker
30044	Join	好奇的路人		2		0	    一名充满好奇的路人偶然到了这里，[IT]特别想知道我们到底在干什么。	EventWalker	好奇的路人			1	Human					t_vistor	LessWalker
30045	Join	受伤的路人		2		0	    一名路人受伤了，[IT]希望临时留下来休息并得到我们的帮助。	EventWalker	受伤的路人		RandomDamage	3	Human					t_vistor	LessWalker
30083	Lv2	灵气爆发		7		1	    不知道什么原因，天地间的灵气突然爆发了。部分植物受此侵染，化为灵木。	EventWeather	LingUpWave_Shorter	0.3								t2	LessLingWeather
30111		尘暴	DiMuBuildingEvent1			1	    在地母石碑的影响下，一场尘暴席卷而来。	EventWeather	DustStorm_Dimu	0.3								t2	
30112		妖兽入侵				1	    地母石碑吸收土地养分激怒了一些妖兽，它们充满敌意！												
30113		妖兽入侵	DiMuBuildingEvent3			1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		6		6000						t7	
30114		妖兽入侵	DiMuBuildingEvent4			1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		7		6000						t7	
30115		妖兽入侵	DiMuBuildingEvent5			1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		8		6000						t7	
30116		妖兽入侵	DiMuBuildingEvent6			1	    一些妖兽出现在附近，它们充满敌意。	EventYaoShouAttack		9		6000						t7	
30117		应天台				1	    应天台凝聚灵石完成！												
