ID	Name	Event	Hide	HardCore	fParam	sParam	Desc	Icon	SteamID	Dlc
1100	久经劫炼	FabaoGod		1	5		获得一件经历5次天仙劫洗练的法宝	res/Sprs/Achievement/icon_227	NEW_ACHIEVEMENT_12_13	
1101	镇派神器	FabaoGod		1	10		获得一件经历10次天仙劫洗练的法宝	res/Sprs/Achievement/icon_228	NEW_ACHIEVEMENT_12_14	
1102	传世之器	FabaoGod		1	20		获得一件经历20次天仙劫洗练的法宝	res/Sprs/Achievement/icon_229	NEW_ACHIEVEMENT_7_23	
										
2000	精雕细琢			1			练出100品质的法宝	res/Sprs/Achievement/icon_025	NEW_ACHIEVEMENT_7_24	
2001	神器宗匠			1			练出12阶的法宝	res/Sprs/Achievement/icon_026	NEW_ACHIEVEMENT_7_25	
2002	神笔			1			画出品质95以上的符咒	res/Sprs/Achievement/icon_027	NEW_ACHIEVEMENT_7_26	
2003	财大气粗			1			熔炼12阶的法宝	res/Sprs/Achievement/icon_028	NEW_ACHIEVEMENT_7_27	
2004	向天问道			1			渡劫成功	res/Sprs/Achievement/icon_039	NEW_ACHIEVEMENT_7_28	
2005	天威浩荡			1			渡劫失败死亡	res/Sprs/Achievement/icon_040	NEW_ACHIEVEMENT_7_29	
2006	道基尽毁			1			渡劫失败幸存	res/Sprs/Achievement/icon_041	NEW_ACHIEVEMENT_7_30	
2007	勇猛精进			1			第一次突破瓶颈成功	res/Sprs/Achievement/icon_042	NEW_ACHIEVEMENT_7_31	
2008	建立门派			1			建立一个门派	res/Sprs/Achievement/icon_043	NEW_ACHIEVEMENT_8_0	
2009	根基壮大			1			门派扩张为派	res/Sprs/Achievement/icon_044	NEW_ACHIEVEMENT_12_15	
2010	大派崛起			1			门派扩张为洞天	res/Sprs/Achievement/icon_045	NEW_ACHIEVEMENT_8_1	
2011	一日为师			1			第一次拜师	res/Sprs/Achievement/icon_063	NEW_ACHIEVEMENT_8_2	
2012	青出于蓝			1			第一次传授	res/Sprs/Achievement/icon_064	NEW_ACHIEVEMENT_12_16	
2013	爱			1			第一次恋爱	res/Sprs/Achievement/icon_106	NEW_ACHIEVEMENT_8_3	
2014	第一步			1			第一次表白	res/Sprs/Achievement/icon_107	NEW_ACHIEVEMENT_12_17	
2015	心跳回忆			1			第一次表白成功	res/Sprs/Achievement/icon_108	NEW_ACHIEVEMENT_8_4	
2016	你是好人			1			第一次表白失败	res/Sprs/Achievement/icon_109	NEW_ACHIEVEMENT_8_5	
2017	心魔始动			1			第一次入魔	res/Sprs/Achievement/icon_110	NEW_ACHIEVEMENT_8_6	
2018	拜拜了您勒			1			第一次驱逐弟子	res/Sprs/Achievement/icon_111	NEW_ACHIEVEMENT_8_7	
2019	单抽出奇迹			1			第一次挖出古旧石匣	res/Sprs/Achievement/icon_112	NEW_ACHIEVEMENT_8_8	
2020	警署有规定			1			第一次吃屎	res/Sprs/Achievement/icon_113	NEW_ACHIEVEMENT_8_9	
2021	真香			1			第一次吃土	res/Sprs/Achievement/icon_114	NEW_ACHIEVEMENT_8_10	
2022	我不做人啦			1			夺舍了一只动物	res/Sprs/Achievement/icon_218	NEW_ACHIEVEMENT_8_11	
2023	别修仙了！		1				客户端开启超过4小时，且当前时间在0点-5点之间。	res/Sprs/Achievement/icon_230	NEW_ACHIEVEMENT_8_12	
2024	龙陨			1			击杀蛟龙	res/Sprs/Achievement/icon_231	NEW_ACHIEVEMENT_12_24	
2025	凤眠			1			击杀凶凤	res/Sprs/Achievement/icon_238	NEW_ACHIEVEMENT_12_25	
2026	阴阳之道			1			击杀烛龙	res/Sprs/Achievement/icon_245	NEW_ACHIEVEMENT_12_26	
2027	急不可耐			1			在60秒内使蛟龙进入真龙形态	res/Sprs/Achievement/icon_232	NEW_ACHIEVEMENT_12_27	
2028	头上有犄角			1			破坏龙角后击杀蛟龙	res/Sprs/Achievement/icon_233	NEW_ACHIEVEMENT_12_28	
2029	身后有尾巴			1			破坏龙尾后击杀蛟龙	res/Sprs/Achievement/icon_234	NEW_ACHIEVEMENT_12_29	
2030	无能狂怒			1			破坏逆鳞后击杀蛟龙	res/Sprs/Achievement/icon_235	NEW_ACHIEVEMENT_12_30	
2031	有气难出			1			蛟龙未曾发动龙怒就被击杀	res/Sprs/Achievement/icon_236	NEW_ACHIEVEMENT_12_31	
2032	我需要水			1			蛟龙未曾发动泽国就被击杀	res/Sprs/Achievement/icon_237	NEW_ACHIEVEMENT_13_0	
2033	天火天火			1			以5个人分摊下凤凰的熔断，并且无人受伤	res/Sprs/Achievement/icon_239	NEW_ACHIEVEMENT_13_1	
2034	再看我我就把你			1			承受灼之瞳孔20秒且不受伤	res/Sprs/Achievement/icon_240	NEW_ACHIEVEMENT_13_2	
2035	欢迎来到重庆			1			凶凤完整的释放太阳之晶后击杀凶凤	res/Sprs/Achievement/icon_241	NEW_ACHIEVEMENT_13_3	
2036	别打脸			1			破坏凶凤头羽后击杀凶凤	res/Sprs/Achievement/icon_242	NEW_ACHIEVEMENT_13_4	
2037	宁为鸡头			1			破坏凶凤尾羽后击杀凶凤	res/Sprs/Achievement/icon_243	NEW_ACHIEVEMENT_13_5	
2038	超级聚灵器			1			维持凤凰蛋在不孵化也不死亡的状态36天以上	res/Sprs/Achievement/icon_244	NEW_ACHIEVEMENT_13_6	
2039	一网打尽			1			击败烛龙时，有9个以上的蛋被镇压	res/Sprs/Achievement/icon_246	NEW_ACHIEVEMENT_13_7	
2040	天道有损			1			破坏烛龙的天鳞后击败烛龙	res/Sprs/Achievement/icon_247	NEW_ACHIEVEMENT_13_8	
2041	混沌之力			1			破坏烛龙的龙玉后击败烛龙	res/Sprs/Achievement/icon_248	NEW_ACHIEVEMENT_13_9	
2042	阴阳何以			1			同一个角色具备心灵遮罩和业火缠身后击败烛龙	res/Sprs/Achievement/icon_249	NEW_ACHIEVEMENT_13_10	
2043	完全镇压			1			没有一个卵孵化的情况下击败烛龙	res/Sprs/Achievement/icon_250	NEW_ACHIEVEMENT_13_11	
2044	龙息，快躲！			1			无人被龙息命中的情况下击败烛龙	res/Sprs/Achievement/icon_251	NEW_ACHIEVEMENT_13_12	
2045	天地灵根			1			第一次种植灵根	res/Sprs/Achievement/icon_252	NEW_ACHIEVEMENT_13_13	
2046	灵根收获			1			收获一次五行灵根	res/Sprs/Achievement/icon_253	NEW_ACHIEVEMENT_13_14	
2047	灵煞之极			1			五行灵根灵煞值达成一次极限	res/Sprs/Achievement/icon_254	NEW_ACHIEVEMENT_13_15	
2048	本源真法			1			第一次领悟本源真法	res/Sprs/Achievement/icon_255	NEW_ACHIEVEMENT_13_16	
2049	逆源真法			1			第一次领悟逆源真法	res/Sprs/Achievement/icon_256	NEW_ACHIEVEMENT_13_17	
2050	您老安息			1			击杀一次古代大能	res/Sprs/Achievement/icon_257	NEW_ACHIEVEMENT_13_18	
2051	跟我混			1			第一次驯养动物	res/Sprs/Achievement/icon_258	NEW_ACHIEVEMENT_13_19	
2052	永不为奴！			1			动物第一次变成妖兽	res/Sprs/Achievement/icon_259	NEW_ACHIEVEMENT_13_20	
										
10000	虫谷秘闻			1			完成特殊历练：虫谷秘闻	res/Sprs/Achievement/icon_029	NEW_ACHIEVEMENT_12_18	
10001	毒龙秘宝			1			完成特殊历练：毒龙秘宝	res/Sprs/Achievement/icon_030	NEW_ACHIEVEMENT_12_19	
10002	医仙内府			1			完成特殊历练：医仙内府	res/Sprs/Achievement/icon_031	NEW_ACHIEVEMENT_12_20	
10003	火穴探宝			1			完成特殊历练：火穴探宝	res/Sprs/Achievement/icon_032	NEW_ACHIEVEMENT_12_21	
10004	天池宝藏			1			完成特殊历练：天池宝藏	res/Sprs/Achievement/icon_033	NEW_ACHIEVEMENT_12_22	
10005	天魔封印			1			完成特殊历练：天魔封印	res/Sprs/Achievement/icon_034	NEW_ACHIEVEMENT_12_23	
10006	乾坤之外			1			了解世界的最终真相	res/Sprs/Achievement/icon_423	NEW_ACHIEVEMENT_18_15	
										
3000	教育为先			1			第一次建造藏经阁	res/Sprs/Achievement/icon_260	NEW_ACHIEVEMENT_13_21	
3001	知识在于分享			1			第一次在藏经阁中录入	res/Sprs/Achievement/icon_261	NEW_ACHIEVEMENT_13_22	
3002	好好学习			1			第一次通过藏经阁学习	res/Sprs/Achievement/icon_262	NEW_ACHIEVEMENT_13_23	
3003	书盈四壁	CangJingGeMemory		1	500		藏经阁藏书道行达到500点	res/Sprs/Achievement/icon_263	NEW_ACHIEVEMENT_13_24	
3004	汗牛充栋	CangJingGeMemory		1	2000		藏经阁藏书道行达到2000点	res/Sprs/Achievement/icon_264	NEW_ACHIEVEMENT_13_25	
3005	浩如烟海	CangJingGeMemory		1	5000		藏经阁藏书道行达到5000点	res/Sprs/Achievement/icon_265	NEW_ACHIEVEMENT_13_26	
3006	琅嬛之藏	CangJingGeMemory		1	10000		藏经阁藏书道行达到10000点	res/Sprs/Achievement/icon_266	NEW_ACHIEVEMENT_13_27	
3007	珍宝重光			1			第一次炼制秘宝	res/Sprs/Achievement/icon_267	NEW_ACHIEVEMENT_13_28	
3008	滴血认主			1			第一次激活秘宝	res/Sprs/Achievement/icon_268	NEW_ACHIEVEMENT_13_29	
3009	初试秘宝	MiBao_Count		1	1		累积激活1个不同的秘宝	res/Sprs/Achievement/icon_269	NEW_ACHIEVEMENT_13_30	
3010	秘宝熟手	MiBao_Count		1	5		累积激活5个不同的秘宝	res/Sprs/Achievement/icon_270	NEW_ACHIEVEMENT_13_31	
3011	秘宝高手	MiBao_Count		1	10		累积激活10个不同的秘宝	res/Sprs/Achievement/icon_271	NEW_ACHIEVEMENT_14_0	
3012	神匠	MiBao_Count		1	20		累积激活20个不同的秘宝	res/Sprs/Achievement/icon_272	NEW_ACHIEVEMENT_14_1	
3013	你醒啦？			1			主动点化一个精怪	res/Sprs/Achievement/icon_273	NEW_ACHIEVEMENT_14_2	
3014	安静了！			1			以凝珀诀抹杀一个精怪	res/Sprs/Achievement/icon_274	NEW_ACHIEVEMENT_14_3	
3015	聆听玄妙			1			受角色感召而自然产生精怪	res/Sprs/Achievement/icon_275	NEW_ACHIEVEMENT_14_4	
3016	自感成灵			1			见证自然环境下诞生精怪	res/Sprs/Achievement/icon_276	NEW_ACHIEVEMENT_14_5	
3017	你是什么东西？			1			第一次遇到野生精怪	res/Sprs/Achievement/icon_277	NEW_ACHIEVEMENT_14_6	
3018	修行界：变人	JGZaoHuaSuTi		1		0	为一个精怪塑体	res/Sprs/Achievement/icon_278	NEW_ACHIEVEMENT_14_7	
3019	营养均衡	JGZaoHuaSuTi		1		1	为一个五行均衡的精怪塑体	res/Sprs/Achievement/icon_279	NEW_ACHIEVEMENT_14_8	
3020	因材施教	JGZaoHuaSuTi		1		2	为一个五行纯粹（某一项100%）的精怪塑体，并为其选择匹配的仙道功法，使其进入内门	res/Sprs/Achievement/icon_280	NEW_ACHIEVEMENT_14_9	
3021	人多饭管够			1			艰难逃离全部激活情况下无人死亡渡过两年	res/Sprs/Achievement/icon_281	NEW_ACHIEVEMENT_14_10	
3022	风雨无阻			1			恶劣环境全部激活情况下无人死亡渡过一年	res/Sprs/Achievement/icon_282	NEW_ACHIEVEMENT_14_11	
3023	大威天龙			1			初始有4个妖兽情况下第一年内击杀地图上所有妖兽	res/Sprs/Achievement/icon_283	NEW_ACHIEVEMENT_14_12	
3024	精密建筑			1			艰难建设全部激活情况下一年内建造小乾坤界	res/Sprs/Achievement/icon_284	NEW_ACHIEVEMENT_14_13	
3025	自行摸索			1			失传全部激活情况下第一年内门派规模达到洞天	res/Sprs/Achievement/icon_285	NEW_ACHIEVEMENT_14_14	
3026	精打细算			1			物资短缺全部激活情况下第一年内建造小乾坤界	res/Sprs/Achievement/icon_286	NEW_ACHIEVEMENT_14_15	
3027	精挑细选			1			道衰之世全部激活情况下将一名基础属性均超过5的角色收入门派	res/Sprs/Achievement/icon_287	NEW_ACHIEVEMENT_14_16	
3028	讨价还价			1			生意难做全部激活情况下第一年内通过行商购买一件10阶以上的物品	res/Sprs/Achievement/icon_288	NEW_ACHIEVEMENT_14_17	
3029	顺势而为			1			天道紊乱全部激活条件下第一年让一名角色达到元神期或对应境界	res/Sprs/Achievement/icon_289	NEW_ACHIEVEMENT_14_18	
3030	你看汪汪多能干			1			羸弱灵宠全部激活条件下第一年内让灵宠单独击杀一个金丹期或以上妖兽	res/Sprs/Achievement/icon_290	NEW_ACHIEVEMENT_14_19	
3031	关系户			1			冰冷人间全部激活条件下与所有门派掌门好感度达到100	res/Sprs/Achievement/icon_291	NEW_ACHIEVEMENT_14_20	
3032	降妖除魔			1			在群妖80天来袭的情况下将其击杀	res/Sprs/Achievement/icon_292	NEW_ACHIEVEMENT_14_21	
3033	修真杀手杀手			1			在修真杀手150天来袭的情况下将其击杀	res/Sprs/Achievement/icon_293	NEW_ACHIEVEMENT_14_22	
3034	避而不见			1			在神秘洞穴30天出现后200天内不让蛟龙出现，随后将其击杀	res/Sprs/Achievement/icon_294	NEW_ACHIEVEMENT_14_23	
3035	农夫与龙的故事			1			在上古严威全部激活的情况下神秘洞穴出现后200天内不让龙出现，随后将其击杀	res/Sprs/Achievement/icon_295	NEW_ACHIEVEMENT_14_24	
3036	高级等于威严			1			凡间琐事全部激活条件下三年之内将所有地区和城市的主殿升到3级	res/Sprs/Achievement/icon_296	NEW_ACHIEVEMENT_14_25	
3037	仙人不相信眼泪			1			仙家无情全部激活条件下第一年内从一个门派购买一件12阶的物品	res/Sprs/Achievement/icon_297	NEW_ACHIEVEMENT_14_26	
3038	斩灭群仙			1			在最高门派实力情况下让所有门派臣服	res/Sprs/Achievement/icon_298	NEW_ACHIEVEMENT_14_27	
3039	斩灭真阴			1			击杀最高实力下的蛟龙	res/Sprs/Achievement/icon_299	NEW_ACHIEVEMENT_14_28	
3040	斩灭真阳			1			击杀最高实力下的凶凤	res/Sprs/Achievement/icon_300	NEW_ACHIEVEMENT_14_29	
3041	斩灭天道			1			击杀最高实力下的烛龙	res/Sprs/Achievement/icon_301	NEW_ACHIEVEMENT_14_30	
3042	终焉之战			1			在日渐艰难激活的情况下，击败第1000天前来的敌人	res/Sprs/Achievement/icon_302	NEW_ACHIEVEMENT_14_31	
3043	飞升·初入真仙			1			在一劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_303	NEW_ACHIEVEMENT_15_0	
3046	飞升·娴熟真仙			1			在四劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_306	NEW_ACHIEVEMENT_15_3	
3049	飞升·绝顶真仙			1			在七劫或以上真仙难度下让一名子弟飞升	res/Sprs/Achievement/icon_309	NEW_ACHIEVEMENT_15_6	
3052	征伐·初入真仙			1			在一劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_312	NEW_ACHIEVEMENT_15_9	
3055	征伐·娴熟真仙			1			在四劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_315	NEW_ACHIEVEMENT_15_12	
3058	征伐·绝顶真仙			1			在七劫或以上真仙难度下征伐所有门派	res/Sprs/Achievement/icon_318	NEW_ACHIEVEMENT_15_15	
3061	阵法之道			1			第一次学习阵法秘籍	res/Sprs/Achievement/icon_321	NEW_ACHIEVEMENT_15_18	
3062	上古阵法			1			第一次习得上古阵图	res/Sprs/Achievement/icon_322	NEW_ACHIEVEMENT_15_19	
3063	合众为一			1			第一次结成阵法	res/Sprs/Achievement/icon_323	NEW_ACHIEVEMENT_15_20	
3064	传说再现			1			第一次结成上古阵法	res/Sprs/Achievement/icon_324	NEW_ACHIEVEMENT_15_21	
3065	凡间代理			1			第一次入驻凡间代理点	res/Sprs/Achievement/icon_325	NEW_ACHIEVEMENT_15_22	
3066	心系天下			1			入驻所有城市和地区	res/Sprs/Achievement/icon_326	NEW_ACHIEVEMENT_15_23	
3067	人间奇观			1			建造一个奇观	res/Sprs/Achievement/icon_327	NEW_ACHIEVEMENT_15_24	
3068	奇观误国			1			建造过所有奇观	res/Sprs/Achievement/icon_328	NEW_ACHIEVEMENT_15_25	
3069	得民心者	PolicyAddBeliever		1	20000	-1	从一次政策事件中获得超过20000信徒	res/Sprs/Achievement/icon_329	NEW_ACHIEVEMENT_15_26	
3070	众生之信			1			在一个城市或地区拥有超过40%信徒	res/Sprs/Achievement/icon_330	NEW_ACHIEVEMENT_15_27	
3071	传道天下			1			在所有城市和地区拥有超过40%的信徒数量	res/Sprs/Achievement/icon_331	NEW_ACHIEVEMENT_15_28	
3072	瞧一瞧看一看			1			第一次拍卖	res/Sprs/Achievement/icon_332	NEW_ACHIEVEMENT_15_29	
3073	小孩子才做选择			1			一次拍卖买完东西	res/Sprs/Achievement/icon_333	NEW_ACHIEVEMENT_15_30	
3074	单车变摩托			1			一次拍卖买下神秘物品	res/Sprs/Achievement/icon_334	NEW_ACHIEVEMENT_15_31	
3075	捡漏一时爽			1			低于市场价拍下物品	res/Sprs/Achievement/icon_335	NEW_ACHIEVEMENT_16_0	
3076	我赚了吗？	AuctionBuyScale		1	10		以10倍以上市场价拍下一件物品	res/Sprs/Achievement/icon_336	NEW_ACHIEVEMENT_16_1	
3077	互通有无			1			第一次与行商交易	res/Sprs/Achievement/icon_337	NEW_ACHIEVEMENT_16_2	
3078	一滴都不剩了			1			获取行商全部灵石	res/Sprs/Achievement/icon_338	NEW_ACHIEVEMENT_16_3	
3079	竭泽而渔			1			杀死行商	res/Sprs/Achievement/icon_339	NEW_ACHIEVEMENT_16_4	
3080	雪中送炭	SchoolLikePoint		1	1		让一个门派欠你1点人情	res/Sprs/Achievement/icon_340	NEW_ACHIEVEMENT_16_5	
3081	金牌盟友	SchoolLikePoint		1	10		让一个门派欠你10点人情	res/Sprs/Achievement/icon_341	NEW_ACHIEVEMENT_16_6	
3082	救！！！			1			第一次租借弟子	res/Sprs/Achievement/icon_342	NEW_ACHIEVEMENT_16_7	
3083	人人都献出一点爱	RentSchoolMember		1	4		同时租借4个其他门派的弟子	res/Sprs/Achievement/icon_343	NEW_ACHIEVEMENT_16_8	
3084	投其所好			1			拜山时赠送掌门的心仪之物	res/Sprs/Achievement/icon_344	NEW_ACHIEVEMENT_16_9	
3085	世界很大			1			第一次进入野外地图	res/Sprs/Achievement/icon_345	NEW_ACHIEVEMENT_16_10	
3086	我就看看			1			第一次进入门派地图	res/Sprs/Achievement/icon_346	NEW_ACHIEVEMENT_16_11	
3087	都是我的	TakeInConcelme		1			第一次在野外地图拾取物品	res/Sprs/Achievement/icon_347	NEW_ACHIEVEMENT_16_12	
3088	来都来了	SchoolTakeInConcelme		1	6		在门派地图以隐匿状态拿取宝物	res/Sprs/Achievement/icon_348	NEW_ACHIEVEMENT_16_13	
3089	征伐：丹霞洞天	SchoolSubmiss		1		1	征伐丹霞洞天成功	res/Sprs/Achievement/icon_349	NEW_ACHIEVEMENT_16_14	
3090	征伐：昆仑宫	SchoolSubmiss		1		2	征伐昆仑宫成功	res/Sprs/Achievement/icon_350	NEW_ACHIEVEMENT_16_15	
3091	征伐：极天宫	SchoolSubmiss		1		3	征伐极天宫成功	res/Sprs/Achievement/icon_351	NEW_ACHIEVEMENT_16_16	
3092	征伐：紫霄宗	SchoolSubmiss		1		4	征伐紫霄宗成功	res/Sprs/Achievement/icon_352	NEW_ACHIEVEMENT_16_17	
3093	征伐：玄一道	SchoolSubmiss		1		5	征伐玄一道成功	res/Sprs/Achievement/icon_353	NEW_ACHIEVEMENT_16_18	
3094	征伐：青莲剑宗	SchoolSubmiss		1		6	征伐青莲剑宗成功	res/Sprs/Achievement/icon_354	NEW_ACHIEVEMENT_16_19	
3095	征伐：栖霞洞天	SchoolSubmiss		1		7	征伐栖霞洞天成功	res/Sprs/Achievement/icon_355	NEW_ACHIEVEMENT_16_20	
3096	征伐：百蛮山	SchoolSubmiss		1		8	征伐百蛮山成功	res/Sprs/Achievement/icon_356	NEW_ACHIEVEMENT_16_21	
3097	征伐：七仟坞	SchoolSubmiss		1		9	征伐七仟坞成功	res/Sprs/Achievement/icon_357	NEW_ACHIEVEMENT_16_22	
3098	征伐：七杀魔宫	SchoolSubmiss		1		10	征伐七杀魔宫成功	res/Sprs/Achievement/icon_358	NEW_ACHIEVEMENT_16_23	
3099	征伐：合欢派	SchoolSubmiss		1		11	征伐合欢派成功	res/Sprs/Achievement/icon_359	NEW_ACHIEVEMENT_16_24	
3100	征伐：万妖殿	SchoolSubmiss		1		12	征伐万妖殿成功	res/Sprs/Achievement/icon_360	NEW_ACHIEVEMENT_16_25	
3101	征伐天下			1			征伐全部门派	res/Sprs/Achievement/icon_361	NEW_ACHIEVEMENT_16_26	
3102	人界至尊			1			征伐所有门派并在所有城市和地区拥有超过40%的信徒数量	res/Sprs/Achievement/icon_362	NEW_ACHIEVEMENT_16_27	
3103	朋友留步			1			第一次与人社交	res/Sprs/Achievement/icon_363	NEW_ACHIEVEMENT_16_28	
3104	都不容易			1			第一次了解到一个人的执念	res/Sprs/Achievement/icon_364	NEW_ACHIEVEMENT_16_29	
3105	玩心么			1			第一次破开心防	res/Sprs/Achievement/icon_365	NEW_ACHIEVEMENT_16_30	
3106	道友这边请			1			第一次邀请他人来我门派	res/Sprs/Achievement/icon_366	NEW_ACHIEVEMENT_16_31	
3107	真相浮现			1			破解一项隐秘	res/Sprs/Achievement/icon_367	NEW_ACHIEVEMENT_17_0	
3108	灵宠：神犬	OwnLingChong		1	1	LsDog	获得神犬	res/Sprs/Achievement/icon_368	NEW_ACHIEVEMENT_17_1	
3109	灵宠：灵狐	OwnLingChong		1	1	LsFox	获得灵狐	res/Sprs/Achievement/icon_369	NEW_ACHIEVEMENT_17_2	
3110	灵宠：浮龙	OwnLingChong		1	1	LsDragon	获得浮龙	res/Sprs/Achievement/icon_370	NEW_ACHIEVEMENT_17_3	
3111	灵宠：玄凤	OwnLingChong		1	1	LsPhoenix	获得玄凤	res/Sprs/Achievement/icon_371	NEW_ACHIEVEMENT_17_4	
3112	长大啦！			1			将任意一个灵宠培养到完全体	res/Sprs/Achievement/icon_372	NEW_ACHIEVEMENT_17_5	
3113	给我变！			1			给一个野兽开智	res/Sprs/Achievement/icon_373	NEW_ACHIEVEMENT_17_6	
3114	化形：五智	ThinkAggYaoToHuman		1	6		让一个拥有5个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_374	NEW_ACHIEVEMENT_17_7	
3115	化形：七智	ThinkAggYaoToHuman		1	8		让一个拥有7个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_375	NEW_ACHIEVEMENT_17_8	
3116	化形：九智	ThinkAggYaoToHuman		1	10		让一个拥有9个以上灵智碎片的妖族度过化形天劫	res/Sprs/Achievement/icon_376	NEW_ACHIEVEMENT_17_9	
3117	通晓天道	DaoHangJie		1	5		度过5次道行之劫	res/Sprs/Achievement/icon_378	NEW_ACHIEVEMENT_17_10	
3118	寿与天齐	AgeJie		1	5		度过5次寿命之劫	res/Sprs/Achievement/icon_377	NEW_ACHIEVEMENT_17_11	
3119	立吾香火			1			在一座城市设立信仰雕像并与一个神修关联	res/Sprs/Achievement/icon_379	NEW_ACHIEVEMENT_17_12	
3120	封吾护法			1			设立一个护法	res/Sprs/Achievement/icon_380	NEW_ACHIEVEMENT_17_13	
3121	从吾大道	CoreBeliever		1	1		收到一个核心信徒	res/Sprs/Achievement/icon_381	NEW_ACHIEVEMENT_17_14	
3122	佑吾信众	WishLevel		1	4		在聆听愿望时满足一个信徒的橙色愿望	res/Sprs/Achievement/icon_382	NEW_ACHIEVEMENT_17_15	
3123	塑吾圣器	GodFabaoRate		1	15		将一个信仰圣物升到15阶	res/Sprs/Achievement/icon_383	NEW_ACHIEVEMENT_17_16	
3124	辟吾神国	BreakFaithJie		1	1		利用斩念劫扩张1次神国	res/Sprs/Achievement/icon_384	NEW_ACHIEVEMENT_17_17	
3125	灵吾心境			1			神修心境达到最高境界	res/Sprs/Achievement/icon_385	NEW_ACHIEVEMENT_17_18	
3126	发愿：九天	SelectGong		1		God_Gong_1	习得《九天应元雷声普化玉书》	res/Sprs/Achievement/icon_386	NEW_ACHIEVEMENT_17_19	
3127	开辟：九天	BuildGodCityArea		1	0	God_Gong_1	以《九天应元雷声普化玉书》开辟神国	res/Sprs/Achievement/icon_387	NEW_ACHIEVEMENT_17_20	
3128	圆满：九天	BuildGodCityArea		1	48	God_Gong_1	以《九天应元雷声普化玉书》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_388	NEW_ACHIEVEMENT_17_21	
3129	成就：九天	God		1		God_Gong_1	以《九天应元雷声普化玉书》飞升	res/Sprs/Achievement/icon_389	NEW_ACHIEVEMENT_17_22	
3130	发愿：八部	SelectGong		1		God_Gong_2	习得《诸天八部成就法》	res/Sprs/Achievement/icon_390	NEW_ACHIEVEMENT_17_23	
3131	开辟：八部	BuildGodCityArea		1	0	God_Gong_2	以《诸天八部成就法》开辟神国	res/Sprs/Achievement/icon_391	NEW_ACHIEVEMENT_17_24	
3132	圆满：八部	BuildGodCityArea		1	48	God_Gong_2	以《诸天八部成就法》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_392	NEW_ACHIEVEMENT_17_25	
3133	成就：八部	God		1		God_Gong_2	以《诸天八部成就法》飞升	res/Sprs/Achievement/icon_393	NEW_ACHIEVEMENT_17_26	
3134	发愿：幽冥	SelectGong		1		God_Gong_3	习得《幽冥十方太乙救苦经》	res/Sprs/Achievement/icon_394	NEW_ACHIEVEMENT_17_27	
3135	开辟：幽冥	BuildGodCityArea		1	0	God_Gong_3	以《幽冥十方太乙救苦经》开辟神国	res/Sprs/Achievement/icon_395	NEW_ACHIEVEMENT_17_28	
3136	圆满：幽冥	BuildGodCityArea		1	48	God_Gong_3	以《幽冥十方太乙救苦经》开辟神国时就达到48圆满	res/Sprs/Achievement/icon_396	NEW_ACHIEVEMENT_17_29	
3137	成就：幽冥	God		1		God_Gong_3	以《幽冥十方太乙救苦经》飞升	res/Sprs/Achievement/icon_397	NEW_ACHIEVEMENT_18_13	
3138	天地精华：太虚精华	QuenchingMaterial		1		Item_BodyPractice_TaiXu	通过吐纳获得太虚精华	res/Sprs/Achievement/icon_398	NEW_ACHIEVEMENT_17_31	
3139	天地精华：玄天紫气	QuenchingMaterial		1		Item_BodyPractice_XuanTian	通过吐纳获得玄天紫气	res/Sprs/Achievement/icon_399	NEW_ACHIEVEMENT_18_0	
3140	天地精华：九阳真华	QuenchingMaterial		1		Item_BodyPractice_JiuYang	通过吐纳获得九阳真华	res/Sprs/Achievement/icon_400	NEW_ACHIEVEMENT_18_1	
3141	天地精华：玄月真精	QuenchingMaterial		1		Item_BodyPractice_XuanYue	通过吐纳获得玄月真精	res/Sprs/Achievement/icon_401	NEW_ACHIEVEMENT_18_2	
3142	升华之体	EquptSuperPart		1			第一次激活秘体	res/Sprs/Achievement/icon_424	NEW_ACHIEVEMENT_18_3	
3143	千锤百炼	QuenchingLevel		1	100		百炼达到100层	res/Sprs/Achievement/icon_402	NEW_ACHIEVEMENT_18_4	
3144	以力入道：形意	SelectGong		1		Body_Gong_1	习得《太古形意六合真体》	res/Sprs/Achievement/icon_403	NEW_ACHIEVEMENT_18_5	
3145	破碎虚空：形意	God		1		Body_Gong_1	以《太古形意六合真体》飞升	res/Sprs/Achievement/icon_404	NEW_ACHIEVEMENT_18_6	
3146	以力入道：蛮极	SelectGong		1		Body_Gong_2	习得《蛮极金身》	res/Sprs/Achievement/icon_405	NEW_ACHIEVEMENT_18_7	
3147	破碎虚空：蛮极	God		1		Body_Gong_2	以《蛮极金身》飞升	res/Sprs/Achievement/icon_406	NEW_ACHIEVEMENT_18_8	
3148	以力入道：妖祖	SelectGong		1		Body_Gong_3	习得《妖祖圣体》	res/Sprs/Achievement/icon_407	NEW_ACHIEVEMENT_18_9	
